file,index,orig_id,label,start,end,seq_len,k,energy_mfe,keys
000696.npz,696,000697_label1,1,0,300,300,6,-38.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000697.npz,697,000698_label1,1,0,300,300,6,-69.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000698.npz,698,000699_label1,1,0,300,300,6,-70.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000699.npz,699,000700_label1,1,0,300,300,6,-84.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000700.npz,700,000701_label1,1,0,300,300,6,-60.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000701.npz,701,000702_label1,1,0,300,300,6,-62.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000702.npz,702,000703_label1,1,0,300,300,6,-62.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000703.npz,703,000704_label1,1,0,300,300,6,-56.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000704.npz,704,000705_label1,1,0,300,300,6,-63.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000705.npz,705,000706_label1,1,0,300,300,6,-75.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000706.npz,706,000707_label1,1,0,300,300,6,-58.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000707.npz,707,000708_label1,1,0,300,300,6,-46.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000708.npz,708,000709_label1,1,0,300,300,6,-50.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000709.npz,709,000710_label1,1,0,300,300,6,-62.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000710.npz,710,000711_label1,1,0,300,300,6,-87.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000711.npz,711,000712_label1,1,0,300,300,6,-65.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000712.npz,712,000713_label1,1,0,300,300,6,-68.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000713.npz,713,000714_label1,1,0,300,300,6,-74.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000714.npz,714,000715_label1,1,0,300,300,6,-55.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000715.npz,715,000716_label1,1,0,300,300,6,-66.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000716.npz,716,000717_label1,1,0,300,300,6,-59.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000717.npz,717,000718_label1,1,0,300,300,6,-73.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000718.npz,718,000719_label1,1,0,300,300,6,-86.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000719.npz,719,000720_label1,1,0,300,300,6,-56.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000720.npz,720,000721_label1,1,0,300,300,6,-47.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000721.npz,721,000722_label1,1,0,300,300,6,-52.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000722.npz,722,000723_label1,1,0,300,300,6,-53.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000723.npz,723,000724_label1,1,0,300,300,6,-98.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000724.npz,724,000725_label1,1,0,300,300,6,-66.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000725.npz,725,000726_label1,1,0,300,300,6,-48.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000726.npz,726,000727_label1,1,0,300,300,6,-72.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000727.npz,727,000728_label1,1,0,300,300,6,-63.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000728.npz,728,000729_label1,1,0,300,300,6,-39.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000729.npz,729,000730_label1,1,0,300,300,6,-77.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000730.npz,730,000731_label1,1,0,300,300,6,-44.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000731.npz,731,000732_label1,1,0,300,300,6,-44.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000732.npz,732,000733_label1,1,0,300,300,6,-61.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000733.npz,733,000734_label1,1,0,300,300,6,-43.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000734.npz,734,000735_label1,1,0,300,300,6,-68.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000735.npz,735,000736_label1,1,0,300,300,6,-45.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000736.npz,736,000737_label1,1,0,300,300,6,-62.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000737.npz,737,000738_label1,1,0,300,300,6,-37.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000738.npz,738,000739_label1,1,0,300,300,6,-61.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000739.npz,739,000740_label1,1,0,300,300,6,-54.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000740.npz,740,000741_label1,1,0,300,300,6,-41.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000741.npz,741,000742_label1,1,0,300,300,6,-70.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000742.npz,742,000743_label1,1,0,300,300,6,-60.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000743.npz,743,000744_label1,1,0,300,300,6,-56.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000744.npz,744,000745_label1,1,0,300,300,6,-46.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000745.npz,745,000746_label1,1,0,300,300,6,-64.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000746.npz,746,000747_label1,1,0,300,300,6,-41.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000747.npz,747,000748_label1,1,0,300,300,6,-52.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000748.npz,748,000749_label1,1,0,300,300,6,-50.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000749.npz,749,000750_label1,1,0,300,300,6,-72.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000750.npz,750,000751_label1,1,0,300,300,6,-39.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000751.npz,751,000752_label1,1,0,300,300,6,-46.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000752.npz,752,000753_label1,1,0,300,300,6,-82.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000753.npz,753,000754_label1,1,0,300,300,6,-75.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000754.npz,754,000755_label1,1,0,300,300,6,-78.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000755.npz,755,000756_label1,1,0,300,300,6,-63.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000756.npz,756,000757_label1,1,0,300,300,6,-40.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000757.npz,757,000758_label1,1,0,300,300,6,-42.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000758.npz,758,000759_label1,1,0,300,300,6,-75.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000759.npz,759,000760_label1,1,0,300,300,6,-85.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000760.npz,760,000761_label1,1,0,300,300,6,-68.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000761.npz,761,000762_label1,1,0,300,300,6,-63.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000762.npz,762,000763_label1,1,0,300,300,6,-65.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000763.npz,763,000764_label1,1,0,300,300,6,-50.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000764.npz,764,000765_label1,1,0,300,300,6,-57.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000765.npz,765,000766_label1,1,0,300,300,6,-49.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000766.npz,766,000767_label1,1,0,300,300,6,-43.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000767.npz,767,000768_label1,1,0,300,300,6,-39.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000768.npz,768,000769_label1,1,0,300,300,6,-70.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000769.npz,769,000770_label1,1,0,300,300,6,-71.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000770.npz,770,000771_label1,1,0,300,300,6,-89.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000771.npz,771,000772_label1,1,0,300,300,6,-64.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000772.npz,772,000773_label1,1,0,300,300,6,-62.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000773.npz,773,000774_label1,1,0,300,300,6,-76.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000774.npz,774,000775_label1,1,0,300,300,6,-38.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000775.npz,775,000776_label1,1,0,300,300,6,-41.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000776.npz,776,000777_label1,1,0,300,300,6,-47.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000777.npz,777,000778_label1,1,0,300,300,6,-67.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000778.npz,778,000779_label1,1,0,300,300,6,-58.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000779.npz,779,000780_label1,1,0,300,300,6,-34.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000780.npz,780,000781_label1,1,0,300,300,6,-49.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000781.npz,781,000782_label1,1,0,300,300,6,-64.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000782.npz,782,000783_label1,1,0,300,300,6,-57.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000783.npz,783,000784_label1,1,0,300,300,6,-61.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000784.npz,784,000785_label1,1,0,300,300,6,-46.38,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000785.npz,785,000786_label1,1,0,300,300,6,-53.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000786.npz,786,000787_label1,1,0,300,300,6,-49.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000787.npz,787,000788_label1,1,0,300,300,6,-42.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000788.npz,788,000789_label1,1,0,300,300,6,-63.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000789.npz,789,000790_label1,1,0,300,300,6,-84.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000790.npz,790,000791_label1,1,0,300,300,6,-65.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000791.npz,791,000792_label1,1,0,300,300,6,-57.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000792.npz,792,000793_label1,1,0,300,300,6,-78.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000793.npz,793,000794_label1,1,0,300,300,6,-51.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000794.npz,794,000795_label1,1,0,300,300,6,-76.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000795.npz,795,000796_label1,1,0,300,300,6,-69.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000796.npz,796,000797_label1,1,0,300,300,6,-69.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000797.npz,797,000798_label1,1,0,300,300,6,-58.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000798.npz,798,000799_label1,1,0,300,300,6,-52.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000799.npz,799,000800_label1,1,0,300,300,6,-83.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000800.npz,800,000801_label1,1,0,300,300,6,-46.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000801.npz,801,000802_label1,1,0,300,300,6,-86.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000802.npz,802,000803_label1,1,0,300,300,6,-65.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000803.npz,803,000804_label1,1,0,300,300,6,-65.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000804.npz,804,000805_label1,1,0,300,300,6,-87.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000805.npz,805,000806_label1,1,0,300,300,6,-56.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000806.npz,806,000807_label1,1,0,300,300,6,-81.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000807.npz,807,000808_label1,1,0,300,300,6,-58.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000808.npz,808,000809_label1,1,0,300,300,6,-58.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000809.npz,809,000810_label1,1,0,300,300,6,-64.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000810.npz,810,000811_label1,1,0,300,300,6,-66.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000811.npz,811,000812_label1,1,0,300,300,6,-81.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000812.npz,812,000813_label1,1,0,300,300,6,-73.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000813.npz,813,000814_label1,1,0,300,300,6,-67.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000814.npz,814,000815_label1,1,0,300,300,6,-44.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000815.npz,815,000816_label1,1,0,300,300,6,-74.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000816.npz,816,000817_label1,1,0,300,300,6,-87.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000817.npz,817,000818_label1,1,0,300,300,6,-52.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000818.npz,818,000819_label1,1,0,300,300,6,-60.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000819.npz,819,000820_label1,1,0,300,300,6,-46.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000820.npz,820,000821_label1,1,0,300,300,6,-60.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000821.npz,821,000822_label1,1,0,300,300,6,-55.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000822.npz,822,000823_label1,1,0,300,300,6,-34.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000823.npz,823,000824_label1,1,0,300,300,6,-68.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000824.npz,824,000825_label1,1,0,300,300,6,-47.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000825.npz,825,000826_label1,1,0,300,300,6,-80.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000826.npz,826,000827_label1,1,0,300,300,6,-56.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000827.npz,827,000828_label1,1,0,300,300,6,-55.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000828.npz,828,000829_label1,1,0,300,300,6,-46.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000829.npz,829,000830_label1,1,0,300,300,6,-87.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000830.npz,830,000831_label1,1,0,300,300,6,-68.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000831.npz,831,000832_label1,1,0,300,300,6,-56.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000832.npz,832,000833_label1,1,0,300,300,6,-41.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000833.npz,833,000834_label1,1,0,300,300,6,-78.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000834.npz,834,000835_label1,1,0,300,300,6,-40.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000835.npz,835,000836_label1,1,0,300,300,6,-49.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000836.npz,836,000837_label1,1,0,300,300,6,-62.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000837.npz,837,000838_label1,1,0,300,300,6,-64.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000838.npz,838,000839_label1,1,0,300,300,6,-79.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000839.npz,839,000840_label1,1,0,300,300,6,-67.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000840.npz,840,000841_label1,1,0,300,300,6,-70.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000841.npz,841,000842_label1,1,0,300,300,6,-50.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000842.npz,842,000843_label1,1,0,300,300,6,-46.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000843.npz,843,000844_label1,1,0,300,300,6,-94.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000844.npz,844,000845_label1,1,0,300,300,6,-82.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000845.npz,845,000846_label1,1,0,300,300,6,-36.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000846.npz,846,000847_label1,1,0,300,300,6,-49.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000847.npz,847,000848_label1,1,0,300,300,6,-58.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000848.npz,848,000849_label1,1,0,300,300,6,-71.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000849.npz,849,000850_label1,1,0,300,300,6,-85.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000850.npz,850,000851_label1,1,0,300,300,6,-58.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000851.npz,851,000852_label1,1,0,300,300,6,-47.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000852.npz,852,000853_label1,1,0,300,300,6,-46.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000853.npz,853,000854_label1,1,0,300,300,6,-54.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000854.npz,854,000855_label1,1,0,300,300,6,-55.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000855.npz,855,000856_label1,1,0,300,300,6,-54.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000856.npz,856,000857_label1,1,0,300,300,6,-54.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000857.npz,857,000858_label1,1,0,300,300,6,-71.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000858.npz,858,000859_label1,1,0,300,300,6,-94.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000859.npz,859,000860_label1,1,0,300,300,6,-50.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000860.npz,860,000861_label1,1,0,300,300,6,-51.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000861.npz,861,000862_label1,1,0,300,300,6,-66.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000862.npz,862,000863_label1,1,0,300,300,6,-46.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000863.npz,863,000864_label1,1,0,300,300,6,-58.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000864.npz,864,000865_label1,1,0,300,300,6,-49.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000865.npz,865,000866_label1,1,0,300,300,6,-48.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000866.npz,866,000867_label1,1,0,300,300,6,-58.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000867.npz,867,000868_label1,1,0,300,300,6,-61.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000868.npz,868,000869_label1,1,0,300,300,6,-58.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000869.npz,869,000870_label1,1,0,300,300,6,-47.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000870.npz,870,000871_label1,1,0,300,300,6,-52.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000871.npz,871,000872_label1,1,0,300,300,6,-73.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000872.npz,872,000873_label1,1,0,300,300,6,-46.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000873.npz,873,000874_label1,1,0,300,300,6,-55.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000874.npz,874,000875_label1,1,0,300,300,6,-46.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000875.npz,875,000876_label1,1,0,300,300,6,-66.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000876.npz,876,000877_label1,1,0,300,300,6,-64.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000877.npz,877,000878_label1,1,0,300,300,6,-68.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000878.npz,878,000879_label1,1,0,300,300,6,-49.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000879.npz,879,000880_label1,1,0,300,300,6,-52.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000880.npz,880,000881_label1,1,0,300,300,6,-82.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000881.npz,881,000882_label1,1,0,300,300,6,-54.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000882.npz,882,000883_label1,1,0,300,300,6,-63.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000883.npz,883,000884_label1,1,0,300,300,6,-58.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000884.npz,884,000885_label1,1,0,300,300,6,-63.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000885.npz,885,000886_label1,1,0,300,300,6,-48.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000886.npz,886,000887_label1,1,0,300,300,6,-55.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000887.npz,887,000888_label1,1,0,300,300,6,-56.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000888.npz,888,000889_label1,1,0,300,300,6,-76.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000889.npz,889,000890_label1,1,0,300,300,6,-41.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000890.npz,890,000891_label1,1,0,300,300,6,-5.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000891.npz,891,000892_label1,1,0,300,300,6,-52.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000892.npz,892,000893_label1,1,0,300,300,6,-66.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000893.npz,893,000894_label1,1,0,300,300,6,-68.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000894.npz,894,000895_label1,1,0,300,300,6,-45.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000895.npz,895,000896_label1,1,0,300,300,6,-59.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000896.npz,896,000897_label1,1,0,300,300,6,-61.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000897.npz,897,000898_label1,1,0,300,300,6,-55.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000898.npz,898,000899_label1,1,0,300,300,6,-59.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000899.npz,899,000900_label1,1,0,300,300,6,-55.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000900.npz,900,000901_label1,1,0,300,300,6,-36.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000901.npz,901,000902_label1,1,0,300,300,6,-48.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000902.npz,902,000903_label1,1,0,300,300,6,-50.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000903.npz,903,000904_label1,1,0,300,300,6,-54.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000904.npz,904,000905_label1,1,0,300,300,6,-56.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000905.npz,905,000906_label1,1,0,300,300,6,-62.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000906.npz,906,000907_label1,1,0,300,300,6,-70.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000907.npz,907,000908_label1,1,0,300,300,6,-75.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000908.npz,908,000909_label1,1,0,300,300,6,-77.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000909.npz,909,000910_label1,1,0,300,300,6,-59.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000910.npz,910,000911_label1,1,0,300,300,6,-72.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000911.npz,911,000912_label1,1,0,300,300,6,-81.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000912.npz,912,000913_label1,1,0,300,300,6,-41.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000913.npz,913,000914_label1,1,0,300,300,6,-37.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000914.npz,914,000915_label1,1,0,300,300,6,-104.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000915.npz,915,000916_label1,1,0,300,300,6,-55.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000916.npz,916,000917_label1,1,0,300,300,6,-68.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000917.npz,917,000918_label1,1,0,300,300,6,-38.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000918.npz,918,000919_label1,1,0,300,300,6,-70.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000919.npz,919,000920_label1,1,0,300,300,6,-63.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000920.npz,920,000921_label1,1,0,300,300,6,-53.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000921.npz,921,000922_label1,1,0,300,300,6,-77.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000922.npz,922,000923_label1,1,0,300,300,6,-76.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000923.npz,923,000924_label1,1,0,300,300,6,-60.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000924.npz,924,000925_label1,1,0,300,300,6,-56.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000925.npz,925,000926_label1,1,0,300,300,6,-63.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000926.npz,926,000927_label1,1,0,300,300,6,-52.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000927.npz,927,000928_label1,1,0,300,300,6,-45.94,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
